date,open,high,low,close,volume,volatility,return_1,lag_1,lag_2,ma_4,target_next_close
2000-07-14,104.69,105.94,101.0,103.94,25072200.0,4.939999999999998,-0.010660574909575504,105.06,109.56,107.6075,114.75
2000-07-21,104.44,117.81,101.0,114.75,52881600.0,16.810000000000002,0.1040023090244373,103.94,105.06,108.3275,111.81
2000-07-28,114.12,115.62,108.87,111.81,28454700.0,6.75,-0.025620915032679714,114.75,103.94,108.89,115.87
2000-08-04,110.5,116.5,110.06,115.87,24015800.0,6.439999999999998,0.03631160003577505,111.81,114.75,111.5925,120.62
2000-08-11,116.62,121.81,115.56,120.62,29859300.0,6.25,0.04099421765771982,115.87,111.81,115.7625,120.44
2000-08-18,120.0,123.69,119.31,120.44,23739400.0,4.3799999999999955,-0.0014922898358481484,120.62,115.87,117.185,129.0
2000-08-25,121.06,129.88,119.87,129.0,24522100.0,10.009999999999991,0.07107273331119224,120.44,120.62,121.4825,133.63
2000-09-01,129.88,134.94,129.56,133.63,30751200.0,5.3799999999999955,0.03589147286821692,129.0,120.44,125.9225,129.5
2000-09-08,132.81,134.88,129.38,129.5,20201600.0,5.5,-0.030906233630172864,133.63,129.0,128.14249999999998,125.0
2000-09-15,127.87,129.19,122.75,125.0,28000200.0,6.439999999999998,-0.03474903474903479,129.5,133.63,129.2825,123.87
2000-09-22,125.25,126.69,120.0,123.87,22129500.0,6.689999999999998,-0.009039999999999937,125.0,129.5,128.0,112.62
2000-09-29,124.5,126.62,110.25,112.62,31360800.0,16.370000000000005,-0.0908210220392347,123.87,125.0,122.7475,116.0
2000-10-06,112.62,119.62,108.56,116.0,43940700.0,11.060000000000002,0.030012431184514243,112.62,123.87,119.3725,109.06
2000-10-13,115.94,119.37,103.12,109.06,38085500.0,16.25,-0.059827586206896544,116.0,112.62,115.3875,94.75
2000-10-20,111.5,113.87,90.25,94.75,73706800.0,23.620000000000005,-0.131212176783422,109.06,116.0,108.1075,93.69
2000-10-27,94.75,95.0,86.94,93.69,48790400.0,8.060000000000002,-0.01118733509234826,94.75,109.06,103.375,100.12
2000-11-03,93.5,102.62,90.31,100.12,39746400.0,12.310000000000002,0.06863059024442308,93.69,94.75,99.405,93.0
2000-11-10,99.87,103.75,93.0,93.0,32715700.0,10.75,-0.07111466240511388,100.12,93.69,95.39,101.94
2000-11-17,91.81,102.5,91.62,101.94,29453200.0,10.879999999999995,0.09612903225806457,93.0,100.12,97.1875,99.94
2000-11-24,101.5,104.37,98.31,99.94,22641900.0,6.060000000000002,-0.019619383951343883,101.94,93.0,98.75,95.62
2000-12-01,100.44,102.0,92.25,95.62,32366400.0,9.75,-0.04322593556133669,99.94,101.94,97.625,97.0
2000-12-08,96.0,104.75,93.12,97.0,37530500.0,11.629999999999995,0.014432127170048048,95.62,99.94,98.625,87.81
2000-12-15,96.5,98.25,87.31,87.81,41477400.0,10.939999999999998,-0.09474226804123709,97.0,95.62,95.0925,89.0
2000-12-22,88.37,94.44,80.06,89.0,50218000.0,14.379999999999995,0.013551987245188357,87.81,97.0,92.3575,85.0
2000-12-29,89.0,89.56,82.12,85.0,31039700.0,7.439999999999998,-0.0449438202247191,89.0,87.81,89.7025,94.0
2001-01-05,84.5,99.75,83.75,94.0,44240800.0,16.0,0.10588235294117654,85.0,89.0,88.9525,93.81
2001-01-12,93.5,96.44,91.25,93.81,37351000.0,5.189999999999998,-0.002021276595744692,94.0,85.0,90.4525,111.25
